name,prediction
Jama Mohamed Ghalib,Start
Draft:Guled Bihi Abdi,Stub
Ibraahim Guure,Stub
Yusuf Ahmed Hagar Dabageed,Start
Zakaria Mohamed Haji-Abdi,Start
Hassan Nur Elmi,Stub
Mohamed Ali Hassan,Stub
Sadak Omar Hassan,Start
Ali Yusuf Hosh,Stub
Abdirahman Haji Aden Ibbi,Stub
Hanifa Mohamed Ibrahim,Stub
Ibrahim Artan Ismail,Stub
Mohamed Sheikh Ismail,Start
Yusuf Mohamed Ismail,Start
Abdihamid Sheikh Abdisalam Isse,Stub
Ahmed Sheikh Jama,Stub
Bashir Mohamed Jama,Start
Farah Ali Jama,Start
Abdirahman Janaqow,Start
Abdirizak Jurile,Start
Muna Khalif,Start
Mohammed Awale Liban,Start
Abdihakim Luqman,Stub
Maslah Mohammed Siad Barre,Start
Hassan Moalim,Stub
Mohamed Ahmed Sheikh Ali,Stub
Abdinur Sheikh Mohamed,Stub
Mohamud Sayid Aden,Stub
Muḥammad ibn 'Abdallāh Hassan,C
Gobsan Muhumed,Stub
Abdullahi Mohamed Nur,Stub
Haji Ibrahim Nur,Stub
Mohamed Ali Nur,GA
Abdilqadir Ali Omar,Stub
Daud Mohamed Omar,Start
Mustafa Mohammed Omar,Start
Abdirahman Dahir Osman,Stub
Djama Rabile Ghod,Start
Said Mohamed Rage,Stub
Abdulkadir Sheikh Sakhawudeen,Stub
Yusuf Osman Samatar,GA
Mohamed Adan Saqadhi,Stub
Aden Saran-Sor,Stub
Ali Sheegow,Stub
Said Hassan Shire,Stub
Mohamud Siraji,C
Hawo Tako,Stub
Khalif Mumin Tohow,Start
Omar Ismail Waberi,Stub
Deeq Sulaiman Yusuf,Start
Abdilahi Husein Iman Darawal,Stub
Abdirahim Ali Ismail,Stub
Mohamed Yusuf Abdirahman,Stub
Abdullahi Abdi Omar,Stub
Ahmed Aw Dahir,Start
Mohammed Ahmed Alin,Stub
Buurmadow,Start
Mohamed Abdi Dhinbil,Stub
Abdikarim Adan Haji Diriye,Stub
Ahmed Mohamed Gulaid,Stub
Dayib Gurey,Stub
Suleiman Hassan Haddi,Stub
Abdiaziz Hussein Hassan,Stub
Hersi Ali Haji Hassan,Start
Abdiqani Mohamoud Jidhe,Stub
Mohamed Hussein Jama,Stub
Nafisat Yusuf Mohammed,Start
Ismail Haji Nour,Stub
Osman Saleban Jama,Start
Jibrell Ali Salad,Start
Faysal Ali Warabe,C
Dulton Adams,Stub
Bongani Baloyi,C
Japie Basson,Start
Christiaan Frederik Beyers,GA
Bongani Bongo,C
Shaun Byneveldt,Stub
Marshall Campbell,Start
Badih Chaaban,Start
Geoffrey Cronjé,Stub
Rowan Cronjé,C
David Dichaba,Stub
Cathy Dlamini,Start
Nhlanhla Lux,Stub
Stephanus Jacobus du Toit,GA
Elijah Mdolomba,Stub
Jennifer Ferguson,Start
Frederick Smith (South African politician),Stub
Benjamin Greenacre,Stub
Owen Horwood,Start
Danie Hough,Stub
Henry Charles Hull,B
Davidson Don Tengo Jabavu,Start
John William Jagger,Start
Christina Jasson,Start
Makhosi Khoza,C
Joel Krige,Stub
Johannes Christoffel Krogh,Start
Dawid Kruiper,Start
Cornelis Jacobus Langenhoven,C
Louis le Grange,Start
Maruping Lekwene,Start
Lindiwe Mabuza,C
Elizabeth Mafekeng,C
Mmusi Maimane,GA
Geoff Makhubo,Start
Mabel Malherbe,Start
Neo Maneng,Stub
Themba Maseko,C
Bandile Masuku,C
Qaqambile Matanzima,C
Khayelihle Mathaba,Stub
Thabo Mbeki,GA
Graham McIntosh,C
Ntombi Mekgwe,GA
Jan Meyer,B
Clarence Mini,C
David Mkhwanazi,C
Wilton Mkwayi,C
Zwakele Mncwango,C
Khethiwe Moeketsi,Start
Silas Molema,Start
John Moodey,C
Frederick Moor,Start
Viola Motsumi,Start
Dali Mpofu,B
Mpumi Mpofu,Stub
Bongani Msomi,Stub
Sankie Mthembi-Mahanyele,C
Jay Naidoo,C
Prema Naidoo,Start
Sister Bernard Ncube,C
Mandla Nkomfe,C
Sibongile Nkomo,Stub
Thami Ntuli,Start
Stafford Parker,Start
Penny Penny,Start
Rebecca Phaladi-Digamela,Start
Pieter Gysbert Noodt,Stub
Amichand Rajbansi,C
JN Reddy (politician),GA
Zamani Saul,Start
Helen Sauls-August,Stub
Charles Saunders (colonial administrator),Start
Floyd Shivambu,GA
Archie Sibeko,C
Letitia Sibeko,Start
Edward Philip Solomon,Start
Max Sonnenberg,Start
Walter Stanford,C
Richard Stuttaford,Start
Michael Tellinger,Start
Thulasizwe Thomo,Start
Moses Twebe,Stub
Andries Waterboer,Start
Nicolaas Waterboer,Start
Alan Winde,GA
An Kyung-duk,Start
Bae Deok-kwang,Stub
Cha Myong-jin,GA
Chang Jung-sook,C
Chang Sŏng-man,C
Cho Jeong-sik,C
Choi Bae-geun,C
Choi Gyung-hwan,C
Choi Hye-young,C
Choi Jong-won,C
Choi Sae-hwang,Start
Chun Yung-woo,Stub
Chung Woon-chun,GA
Ha Tae-keung,C
Han Sun-kyo,GA
Hong Moon-jong,Start
Hwang Young-cheul,Start
Hwangbo Seung-hee,GA
Jang Kyung-tae,C
Jang Sung-min,Start
Jang Tae-wan,Start
Jee Man-won,Stub
Jeon Kwang-hoon,GA
Jeong Seung-hwa,Start
Kang Sung-hee (politician),Start
Kang Yong-suk,C
Kim Choong-soo,C
Kim Eun-hye (politician),GA
Kim Hyung-shik,C
Kim Jae-yeon (politician),C
Kim Jong-hoe,Stub
Kim Jong-hwan (military officer),Stub
Kim Joon-kyo,C
Kim Jung-hwa (politician),Start
Kim Nam-kuk,GA
Kim Se-jin (politician),Stub
"Kim Seon-dong (politician, born 1967)",Start
Kim Woong,GA
"Kim Young-bae (politician, born 1967)",C
Yun-Tae Kim,Start
Koo Yun-cheol,C
Kook Jong-nam,Stub
Kwak Sang-hoon,Stub
Kweon Seong-dong,C
Lee Baek-yun,Start
Lee Cha-su,Stub
Lee In-je,Start
Lee Jung-woo,Stub
Lee Keun-shik,Start
Lee Sang-kyu,GA
Lee Tae-bok,Stub
Min Jong-gi,Stub
Moon Sung-hyun (politician),Stub
Moon Sung-keun,C
Noh Hyeong-ouk,C
Oh Gi-hyoung,Start
Oh Shin-hwan,GA
Pak Tongjin,Stub
Park Jong-sun,Stub
Park Joo-hyun (politician),Start
Park Ju-won (politician),Start
Park Jun-young (government official),Start
Park Kwang-on,GA
Park Myung-keun,Start
Seonu Hwi,C
Shin Jeong-yil,C
Shin Seong-il,C
Song Ja,Start
Song Ki-seok,Start
Song Young-jin,Stub
Won Sehun,Start
Woo Hee-jong,Stub
Yeo Sang-kyoo,C
Yun Chi-chang,Stub
Yun Hee-suk,B
Yun Il-seon,Start
Yun So-ha,Start
Yun Young-sun (minister),Stub
Anisia Achieng,Start
Elizabeth Acuei Yol,Start
Wol Akec Akol,Stub
Mayol Kur Akuei,Stub
Alfred Futiyo Karaba,Stub
Jacob Aligo,Stub
Michael Lado Allah-Jabu,Start
Augustino Kiri Gwolo,Start
Paul Malong Awan,C
Joseph Bakosoro,Start
Tito Biel,Start
Joseph Bol Chan,Stub
Abraham Makoi Bol,Stub
Bona Malwal,GA
Peter Cirillo,Stub
Cirino Hiteng Ofuho,Start
Deng Deng Akuei,Stub
William Deng Nhial,C
Aldo Deng,Start
Ronald Ruai Deng,Stub
Teker Riek Dong,Stub
John Malish Dujuk,Stub
George Echom,Start
Jacob Kuwinsuk Gale,Stub
Naphtali Hassan Gale,Stub
Joseph Garang,Start
Isaac Cleto Hassan,Stub
Sarah Cleto Hassan,Start
Moro Isaac Jenesio,C
Jieng Council of Elders,Start
George Kongor Arop,Stub
Baba Medan Konya,Stub
Abudhok Ayang Kur,Stub
Alex Latio Elia,Stub
Natisio Loluke,Stub
Martin Elia Lomuro,Start
Joseph Lual Acuil,Start
Luigi Adwok,GA
Mabior Garang De-Mabior,Start
Rin Tuec,Stub
Moses Kacoul Machar,Stub
Manasseh Magok,Stub
Simon Mijok Majak,Stub
Madang Majok,Stub
Abraham Gum Makuach,Stub
Zakaria Matur Makuer,Start
Juma Ali Malou,Stub
Africano Mande,C
Mary Mawai,Stub
James Ajongo Mawut,Stub
Peter Mayen,Start
Afikaano Monday,Stub
Joseph Monytuil,Stub
Paulino Matip Nhial,GA
Elias Waya Nyipuoc,Start
Paulino Lukudu Obede,C
Bona Panek,Stub
Ajonye Perpetua,B
Simon Kun Puoch,Stub
Puot Kang Chol,Start
Patrick Raphael,Stub
Siricio Iro Wani,C
Tong Akeen Ngor,Stub
Dier Tong Ngor,Start
James Tor Monybuny,Start
Elias Nyamlell Wako,C
Augustino Jadalla Wani,Start
Juma Saeed Worju,Stub
Justin Yak,Stub
Patrick Zamoi,Stub
Claro Abánades López,FA
Joaquín Abarca,Stub
Domingo de Acassuso,Start
Luis Alarcón de la Lastra,C
Gil Álvarez Carrillo de Albornoz,C
Tomás Allende,C
Luis Almarcha Hernández,Start
Alonso III Fonseca,C
"Fadrique de Toledo, 1st Marquess of Valdueza",C
Fadrique Alvarez de Toledo y Ponce de León,Start
"Fernando Álvarez de Toledo, 3rd Duke of Alba",C
García Álvarez de Toledo y Osorio,Start
"García de Toledo Osorio, 6th Marquess of Villafranca",Start
Manuel Joaquín Álvarez de Toledo,C
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",Start
Diego de Alvear y Ponce de León,C
Martín de Álzaga,Start
Antonio Gutiérrez y Ulloa,C
Mario Arana,C
Ramón de Aras Jáuregui,C
Alfonso Ardura,C
Buenaventura Carlos Aribau,Start
Manuel de Aróstegui Sáenz de Olamendi,Stub
Anna Arqué i Solsona,Start
Antonio Arrúe Zarauz,FA
Alberto Aznar,GA
Vicente Bacallar,C
Ignacio Baleztena Ascárate,FA
"José Baquíjano y Carrillo, Count of Vistaflorida",Start
Miguel Barroso Ayats,Stub
Alfonso Soriano Benítez de Lugo,Start
Joseph Blás de Gainza,Stub
Juan Antonio Bolea,Stub
Gaspar de Borja y Velasco,C
Alberto Bosch y Fustegueras,GA
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",Start
Blas Camacho,Stub
José Manuel Campa,Start
Carlos Cañal y Migolla,Start
Antonio Carro Martínez,Stub
"Nicolás de Carvajal, Marquis of Sarria",Start
Francesc de Castellví i de Vic,Stub
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",Start
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",Start
Ramón Chíes,Start
Diego Clemencín,Start
Octavio Cuartero Cifuentes,Stub
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Start
Rafael de Mendizábal Allende,Stub
Juan Donoso Cortés,C
Carles Duarte i Montserrat,C
Julián Elorza Aizpuru,FA
Juan de Escobedo,Start
Gaspar de Espinosa,Start
Víctor Eusa Razquin,FA
Carlos Fabra Carreras,GA
"Diego Felipez de Guzmán, 1st Marquess of Leganés",C
Evaristo Fernández de San Miguel,B
Miguel Ángel Fernández-Palacios,Start
Antonio Flores de Lemus,Start
Josep Fornas,Stub
Chato Galante,Stub
Guillermo Galeote,Stub
Mar Garcia,C
Álvaro Gil-Robles,Start
Juan Carlos Guerra Zunzunegui,Stub
"Gaspar Méndez de Haro, 7th Marquess of Carpio",C
"Pedro Henriquez de Acevedo, Count of Fuentes",Start
Pedro de Herrera,Stub
Eleazar Huerta Valcárcel,Stub
Alonso de Idiáquez y Yurramendi,Start
Blas Infante,GA
Erasmo Janer Gironella,FA
Manuel Jiménez de Parga,Stub
Hernando de Lerma,Start
José Pascual de Liñán y Eguizábal,FA
Pero López de Ayala,C
Luis Rosado Bretón,Start
Álvaro de Luna,C
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Start
Juli Marial Tey,Start
Manuel Marliani,Stub
Marquis of Amboage,Stub
Dolors Martí Domènech,C
José Luna Meléndez,Start
Luis Méndez de Haro,C
Bernardino de Mendoza,Start
Marcelino Menéndez y Pelayo,C
Luis Minguela,Start
Salvador Minguijón Adrián,FA
Pep Mòdol,Stub
Rafael Molera,C
Rafael Montoro,Stub
Guillermo Morphy,C
Pere Navarro Olivella,Start
Trinitat Neras i Plaja,Stub
Juan Everardo Nithard,Start
Pablo de Olavide,Start
Álvaro d'Ors Pérez-Peix,FA
Román Oyarzun Oyarzun,FA
Juan Pacheco,C
Juan Palarea Blanes,C
Berenguer de Palou II,Start
Javier María Pascual Ibañez,FA
Pedro Antonio de Aragón,Start
Juan Manuel de la Peña Bonifaz,Start
Antonio Pérez Crespo,Start
Antonio Pérez (statesman),C
Manuel Pizarro Moreno,Start
Luis Gabriel Portillo,Start
Pablo de Porturas y Landázuri,Stub
Jesús Quijano,Start
Domingo Ram y Lanaja,Start
Luis de Requesens y Relat,Start
Galceran de Requesens y Santa Coloma,Start
Rafael del Riego,C
Miguel Romero (activist),Stub
Julio Ruiz de Alda,Start
Alfonso Rus,Start
Gabriel von Salamanca-Ortenburg,C
Sampiro,C
Rafael Sánchez Guerra,Start
Belén de Sárraga,C
José Sisto,C
Pedro Soto (politician),Stub
"Juan de Tassis, 1st Count of Villamediana",B
Francisco Elías de Tejada y Spínola,FA
José Perelló Torrens,Start
Arantza Urkaregi,Start
Fernando de Valdés y Salas,Start
Mauro Varela,Stub
Rodrigo Vázquez de Arce,Start
José Joaquín de Viana,Start
Narcís Vinyoles,Start
Pedro Vives,GA
Alberto Zarraoa,C
Mariano Zufía Urrizalqui,FA
Somawansa Amarasinghe,GA
Chanaka Amaratunga,C
Kumari Balasuriya,Stub
W. E. Boteju,Stub
Simon Casie Chetty,C
Cissy Cooray,Start
Shirley Corea,C
Albert L. De Alwis Seneviratne,Stub
A. J. R. de Soysa,Start
Evelyn de Soysa,C
David Dharmakeerthi,C
J. C. Dias Bandaranaike,Stub
Dhamma Dissanayake,Stub
B. H. Dunuwille,Stub
Niluka Ekanayake,Start
William Ellawala,Start
C. H. Z. Fernando,C
Sam Peter Christopher Fernando,Start
Saman Piyasiri Fernando,GA
William Gopallawa,C
C. T. Grero,Stub
Deepthi Kumara Gunarathne,Stub
Prasanna Gunawardena,Stub
S. N. W. Hulugalle,Stub
Herbert Eric Jansz,Stub
Peshala Jayarathne,Stub
M. P. Jayasinghe,Stub
Layard Jayasundera,Stub
Dayan Jayatilleka,GA
Ranil Jayawardena,GA
Stanley Kalpage,Start
Neville Kanakaratna,Start
Asoka Karunaratne,Start
Nagananda Kodituwakku,B
Kulasiri Kumarage,Start
Hermann Albert Loos,Start
Theodore Barcroft L. Moonemalle,Stub
National Union of Workers (Sri Lanka),Start
James Peter Obeyesekere I,Stub
Solomon Christoffel Obeyesekere,Start
Craig Ondarchie,Start
P. B. Dissanayake,Stub
Tikiri Bandara Panabokke I,Stub
Sujatha Paramanathan,C
James Peiris,GA
M. V. P. Peiris,Start
Marshal Perera,Start
Jude Perera,Stub
J. G. Philipsz Panditaratne,Stub
Rishi Senthil Raj,Start
Gotabaya Rajapaksa,B
Wilfred Martin Rajapakse,Stub
Vijitha Rohana,Start
Prasanna Shamal Senarath,Stub
Allan Morley Spaar,Start
Tamil Progressive Alliance,Start
O. C. Tillekeratne,Stub
Stanley Tillekeratne,Stub
Up-Country People's Front,Stub
Nalini Weerawanni,Stub
Chandradasa Wijesinghe,Start
Sirimal Wijesinghe,Start
Rohana Wijeweera,C
Gerard Wijeyekoon,Stub
Adil Abdel Aati,C
Abdel Fattah al-Maghrabi,Start
Abdel Halim Mohamed,GA
Ahmad Muhammad Salih,C
Ahmed Mohammed Yassin,C
Ali wad Hilu,Stub
Mirghani Alnasri,Start
Samuel Aru Bol,Start
Tahani Abdalla Attia Gasmalla,Stub
Ibrahim Balandiya,Stub
Daud Bolad,C
Bona Malwal,GA
Dardiri Mohammed Osman,C
Ahmed Diraige,B
El-Shafie Ahmed el-Sheikh,C
Bishop Philip Abbas Ghaboush,Stub
Zakaria Chol Gideon Gakmar,Stub
Shartai Jaafar Abdel Hakam,Stub
Ja'afar Abdul El Hakh,Stub
Khader Hamad,Stub
Khalil Ibrahim,C
Jarvis Yak,Start
Osman Kebir,Stub
George Kongor Arop,Stub
Luigi Adwok,GA
Saeed Madibo,Stub
Amin Mekki Medani,C
Jimmy Lemi Milla,Start
Mohamed al-Baghir Ahmed,C
Mohamed El-Amin Ahmed El-Tom,B
Mubarak Shaddad,C
Muhammad al-Mahdi al-Majdhub,GA
Muhammad Sa'id al-Qaddal,C
Muhammad Sharif (Kalifa),Start
Abdallahi ibn Muhammad,GA
Abdul-Hamid Musa Kasha,Stub
Muhammad Nadi Pasha,Start
Theophilus Ochang,Start
Salih Mahmoud Osman,Start
Omer al-Qarray,C
Santino Deng Teng,Start
Simon Makwac Mayen,Stub
Siricio Iro Wani,C
Eliaba James Surur,Start
Al-Haj Adam Youssef,Stub
Yusuf al-Ajab,Start
Thuli Dladla,Stub
Paul Dlamini,Stub
Russell Dlamini,Start
Prince Sozisa Dlamini,B
Mduduzi Bacede Mabuza,C
Njabulo Mabuza,Stub
Themba Masuku,Start
Mgwagwa Gamedze,Stub
Charles Myeza,Stub
Ben Nsibandze,Stub
Pholile Shakantu,Start
Abraham Brodersson,C
Leila Ali Elmi,Stub
Bengt Snivil,Stub
Rudolf Fredrik Berg,Start
Birger Jarl,C
Johan Ludvig Boye,Start
Birger Brosa,Start
Axel Brusewitz,Stub
Nils Claëson,Stub
Petrus Olai Dalekarlus,Stub
Christoffer Dulny,Start
Klas Eklund,C
Martin Ekström,Start
Nils Elowsson,Stub
Folke the Fat,Stub
Hans Reinhold von Fersen,Stub
Hemming Gadh,Start
Gösta Hallberg-Cuula,Start
Evelina Hahne,Start
Greger Helin,Start
Anders Henriksson (politician),Stub
Carl P. Herslow,Start
Holmger Knutsson,Start
Albrecht Elof Ihre,Stub
Johan Gustaf Helin,Start
Ida Karkiainen,Stub
Karl the Deaf,Stub
Gustav Kasselstrand,C
Mats Kettilmundsson,Start
Per Klarberg,Stub
Sture Korpi,Stub
Henrik Landerholm,Start
Yvonne Lindholm,Start
Peeter Luksep,Stub
Vilhelm Lundström (philologist),C
Eskil Magnusson,Start
Stig Malm,Start
Ture Malmgren,GA
Magnus Minniskiöld,C
Omar Mustafa,Start
Reto Nause,Start
Sven-Olle Olsson,Stub
Vera Oredsson,C
Gabriel Gustafsson Oxenstierna,C
Carl Fredrik Pechlin,Start
Carl Piper,Start
Filip Julius Bernhard von Platen,Stub
Tomas Polus,Stub
Nils Reuterholm,Stub
Qristina Ribohn,Start
Oliver Rosengren,Stub
Abir Al-Sahlani,C
Karl Gustaf Scherman,Stub
Per Sefastsson,Start
Erik Carlsson Sjöblad,Start
Erik Sparre,FA
Jacob Magnus Sprengtporten,C
Jimmy Ståhl,Stub
Adolf Ludvig Stierneld,Start
Vávra Suk,Stub
Peter Sunde,C
August Tamm,Stub
Robert Macfie Thorburn,Start
Jessica Thunander,Stub
Lars Törnman,Stub
Ulrika Björklund,Stub
Fredrik Vejdeland,C
Gustaf af Wetterstedt,Stub
Bertil Zachrisson,Stub
Arthur Bally,Stub
Gallus Jacob Baumgartner,Start
Jacqueline Berenstein-Wavre,Start
Toni Bortoluzzi,Start
Franz Josef Bucher,GA
Adolf Bühler Jr.,Start
Thomas Burgherr,Start
Achille Casanova,Start
Conradin Cramer,Start
Niklaus Dachselhofer,Stub
Denis de la Reussille,Stub
Josef Dittli,Start
Ruggero Dollfus,C
Nina Fehr Düsel,Start
Sigmund von Erlach,Stub
Johann Rudolf Faesch,Stub
Peter Falck,GA
Annina von Falkenstein,Stub
Patricia von Falkenstein,Start
Laurence Fehlmann Rielle,Stub
Hans Fehr,Start
Nils Fiechter,Start
Ersilia Fossati,C
Samuel Frey,C
Benjamin Giezendanner,GA
Urs Glutz von Blotzheim,Stub
Jean-Pierre Grin-Hofmann,Start
Lars Guggisberg,Start
Petermann von Gundoldingen,Start
Martin Haab,Start
Hans-Ulrich Bigler,Stub
André Hediger,Start
Heidi Z'graggen,Stub
Georg Friedrich Heilmann,Stub
Thomas Helbling,Start
David Hess (painter),Start
Karl Otto Hunziker,Start
Jakob Stark,Stub
Jean-Pierre Hocké,Stub
Walter Kälin,C
Thomas Knutti,Stub
Kris Vietze,Start
Frédéric-César de La Harpe,C
Georgie Lamon,Stub
Hubert Lauper,Start
Paul Lüönd,Stub
Martin Hübscher,Stub
Ursula Mauch,Start
Jakob Meyer zum Hasen,C
Kurt Meyer (Lucerne),Stub
Simon Michel,Start
Damian Müller,Start
Peter Ochs,Start
Giovanni Orelli,Start
Ludwig Pfyffer,Start
Paul Rechsteiner,Start
Rudolf Rechsteiner,Stub
Ital Reding the Elder,Start
Jules Repond,Start
Estelle Revaz,Start
Gebhard Rohner,Stub
Eduard August Rübel,Start
Farah Rumy,Start
Vinzenz Rüttimann,C
Gregor Rutz,Start
Sergio Salvioni,Start
Alfred Emanuel Sarasin,Stub
Nicolas Théodore de Saussure,GA
Peter-Josef Schallberger,Stub
Josef Scherrer,Stub
Jacob Schmidheiny,Stub
Nicola Siegrist,Stub
André Simonazzi,Start
Vreni Spoerry,Start
Niklaus Friedrich von Steiger,Stub
Silvia Steiner,Stub
Charles-Alexandre Steinhäuslin,Start
Hansjörg Trachsel,Start
Paul Usteri,Start
Vroni Thalmann-Bieri,Start
Eric Weber,GA
Johann Rudolf Wettstein,GA
Louis Wyrsch,GA
Theodor Ab Yberg,Stub
Andrea Zryd,Stub
Sebastian Peregrin Zwyer,Start
Ursula Zybach,Stub
Adil Arslan,C
Mohammed Akkad,Stub
Sultan al-Atrash,C
Ayyash Al-Haj,GA
Ghias Barakat,C
Subhi Bey Barakat,Start
Abdul Qader Barmada,Stub
Tawfiq Bay,Start
Ibrahim Biro,Start
Yusuf Franko Coussa,Stub
Amir al-Dandal,Start
Abd al-Razzaq al-Dandashi,Start
Ahmad Diyab,Stub
Hadad-yith'i,C
Hisham Marwah,Stub
Edmond Al-Homsi,Stub
Louay Hussein,Start
Ihsan Al Jabri,Stub
Jihad Makdissi,C
Mohammad Jumah,Stub
Sami al-Jundi,C
Kamal al-Qassab,Stub
Kamil Pasha al-Qudsi,Stub
Abdul-Aziz al-Khair,C
Fayez al-Khoury,Stub
Mar'i Pasha al-Mallah,Start
Hrant Maloyan,C
Antun Maqdisi,Start
Mahmoud Ahmad Marei,Stub
Muhammad Talab Hilal,C
Mustafa al-Mousa,Stub
Mustafa al-Siba'i,Start
Shukri al-Quwatli,FA
Nasim al-Safarjalani,Start
Salem al-Meslet,Stub
Muhammad al-Sufi,C
Mohammad Farouk Tayfour,Stub
Huang Chaoqin,C
Li Huang,C
Lin Tze-luen,Stub
Liu Yongfu,C
Chiu Feng-chia,Start
Jay N. Shih,Start
Wu Fang-ming,Start
Wu Heling,C
Xie Jieshi,Start
Zheng Kezang,Start
Olimzhon Boboyev,Stub
Torokul Dzhanuzakov,C
Mahmadali Hayit,Start
Muhiddin Kabiri,C
Umarali Kuvvatov,GA
Bobo Makhamov,Start
Maksud Ibragimov,Start
Nusratullo Maksum,Stub
Abduhalim Nazarzoda,Start
Alim Sherzamonov,Start
Shirinsho Shotemur,C
Bozor Sobir,B
Shukhrat Sultonov,C
Nur Tabar,Stub
Timothy Apiyo,Stub
Jumaa Aweso,Start
Hussein Bashe,Start
Maurice Henry Dorman,Start
Fundikira III,Start
Josephat Gwajima,Start
Issa Kassim Issa,Stub
Bonnah Kaluwa,Start
Michael Kamaliza,Stub
Jeremiah Kasambala,Start
Hemed Khamis,Stub
Adam Kimbisa,Stub
Saed Kubenea,Stub
Elias John Kwandikwa,Start
Theddy Ladislaus,Start
Michael C. Latham,Start
Paul Makonda,Start
Julie Manning,Start
Salome Joseph Mbatia,Start
Ruth Hiyob Mollel,Start
Ibrahim Saidi Rashidi Msabaha,Stub
Albert Msando,Stub
John Mwakangale,B
Juma Mwapachu,Start
Abdullah Mwinyi,Start
Asanterabi Zephaniah Nsilo Swai,Start
Mateo Qares,Stub
Augustino Ramadhani,B
Catherine Ruge,Start
Festo Sanga,Start
Abdallah Ulega,Stub
Mwita Waitara,Stub
Akanat Promphan,Start
Borwornsak Uwanno,C
Bunsong Noisophon,Stub
Chada Thaiseth,Stub
Chaithawat Tulathon,GA
Charoen Suepsaeng,Stub
Chatchawal Kong-udom,Stub
Chob Yodkaew,Stub
Cholnan Srikaew,C
Chonthicha Jaengraew,C
Chuwit Chitsakul,Start
Hangthong Thammawattana,C
Kasidej Chutimant,C
Khrong Chandawong,C
Kriangkrai Srirak,Stub
Maris Sangiampongsa,Start
Mongkol Surasajja,Stub
Natthaphong Ruengpanyawut,GA
Nukun Prachuapmo,Stub
Padipat Suntiphada,C
Pallop Pinmanee,C
Phayom Chulanont,Start
Pichit Chuenban,C
Pita Limjaroenrat,FA
Rangsiman Rome,Start
Rukchanok Srinork,Start
Samak Jalikula,Stub
Sang Phathanothai,Start
Sereepisuth Temeeyaves,C
Singsuk Singpai,Stub
So Sethaputra,GA
Sodsai Rungphothong,Stub
Sophon Suphapong,Stub
Suchatvee Suwansawat,GA
Surangkana Wayuparb,C
Suriya Chindawongse,Start
Sutin Klungsang,Start
Teerakiat Jaroensettasin,Stub
Thamanat Prompow,B
Tiang Sirikhanth,Start
Vichien Khaokham,Stub
Luang Wichitwathakan,C
Yat Hwaidi,Stub
Jacques Amouzou,Start
Myriam Dossou D'Almeida,Start
Issifou Tabiou Taffa,Start
Kodjo Amegnisso Tossou,Stub
Clément Nyaletsossi Voule,Start
Sani Yaya,Start
Solomone Ula Ata,Start
Shirley Waldemar Baker,C
Enele Maʻafu,C
Siaosi Tukuʻaho,Stub
Semisi Sika,Start
Sione Tupou Mateialona,Stub
Siosateki Tonga,Stub
Tevita Tuʻivakano,Stub
Viliami Tupoulahi Mailefihi Tuku'aho,C
ʻUluvalu,Start
Henry Alcazar,C
James Biggart,C
Cyrus Prudhomme David,C
William Demas,Stub
Gypsy (calypsonian),Start
Isaac Hope,Start
Rudranath Indarsingh,Start
Martin Joseph,Start
Kenneth Lalla,Stub
Emmanuel Mzumbo Lazare,C
Randall Mitchell,C
Arnold Piggott,Stub
"David Pitt, Baron Pitt of Hampstead",C
Kevin Ramnarine,Stub
Richie Sookhai,Start
Sarran Teelucksingh,GA
Ronald Jay Williams,C
Hugh Wooding,Start
Habib Achour,Stub
Mekki Aloui,Stub
Ferjani Bel Haj Ammar,Stub
Chedly Ayari,C
Mahmoud Ben Ayed,C
Mounir Baatour,Start
Selma Baccar,C
Yadh Ben Achour,C
Nizar Ben Néji,GA
Ahmed Ben Salah,C
Leila Ben-Gacem,C
Mohamed Nejib Berriche,Stub
Khemais Chammari,Start
Ghazi Chaouachi,Stub
Ali Chaouch,Start
Mohamed Charfi,Start
Mohamed Messaoud Chebbi,Stub
Ahmad ibn Abi Diyaf,B
Mahmoud Djellouli,Start
Kamel Feki,Start
Mohamed Salah Fliss,C
Mohamed Ghannouchi,C
Rached Ghannouchi,GA
Sadok Ghileb,Stub
Nebiha Gueddana,C
Mezri Haddad,C
Radhia Haddad,Start
Ali Bach Hamba,Start
Olfa Hamdi,C
Mohamed Hechmi Hamdi,Start
Kamel Idir,Start
Chaima Issa,Start
Kamel Jendoubi,C
Faten Kallel,Start
Ibrahim Kassas,Stub
Othman Kechrid,Start
Omezzine Khelifa,Start
Khemaïs Ksila,Start
Slaheddine Maaoui,Start
Selma Hédia Mabrouk,GA
Zouhair Maghzaoui,Start
Seifeddine Makhlouf,Stub
Mohamed Masmoudi,Stub
Mustapha Masmoudi,Stub
Tarak Mekki,Start
Ahmed Mestiri,C
Naceur Ben Jaâfar,C
Mahmud Qabadu,B
Giuseppe Raffo,C
Mustapha Saheb Ettabaa,Start
Salah Farhat,C
Saïda Sassi,Start
Béchir Sfar,GA
Tahar Sfar,C
Ahmed Tlili,C
